dam_name,other_dam_name,dam_former_name,state_or_fed_agency_id,nid_id,other_structure_id,longitude,latitude,section_township_range,county,stream_or_river,nearest_downstream_city,distance_to_nearest_city,owner_name,owner_type,dam_designer,non_fed_dam_on_fed_property,dam_type_nid,core,foundation,purposes,year_completed,year_modified,dam_length,dam_height,structural_height,hydraulic_height,nid_height,max_discharge,max_storage,normal_storage,nid_storage,surface_area,drainage_area,hazard,eap,eap_revision_date,inspection_date,inspection_frequency,condition_assessment,condition_assessment_detail,condition_assessment_date,spillway_type,spillway_width,outlet_gates,volume_of_dam,number_of_locks,lock_length,lock_width,permitting_authority,inspection_authority,enforcement_authority,state_jurisdictional_dam,state_regulated_dam,state_regulatory_agency,fed_agency_involvement_funding,fed_agency_involvement_design,fed_agency_involvement_construction,fed_agency_involvement_regulatory,fed_agency_involvement_inspection,fed_agency_involvement_operation,fed_agency_owner,fed_agency_involvement_other,source_agency,state,dam_number,status_code,island,classified_by,watershed_authority,tmk,tmk2,dam_type,spillway_size,spillway_protection,spillway_length,spillway_wall_height,outlet_type,spillway_control,ferc_status,ogee_present,outlet_access,outlet_max_discharge,outlet_control_location,outlet_size,staff_gage_level,upstream_slope_grade,upstream_protection,downstream_slope_grade,downstream_protection,water_body_type,hazard_analysis_date,certificate_to_impound_date,district_code,cong_rep_district,cong_rep,cong_rep_party,ferc_info,top_of_crest,spillway_crest,operating_level,dam_former_name_alt,classification_received_date,classification_date,section,classification_purpose,classification_comments,last_owner_om_inspection,last_outlet_inspection,phase_I_inspection,inspection_history,last_eap_audit,audit_comments,inundation_mapping,inundation_mapping_comments,loss_of_life_year_completed,population_at_risk,loss_of_life,loss_of_life_method,submit_date,url,condition_assessment_detail_alt,data_owner,permitting_agency,nid_owners,legal_quarter_4,number_separate_structures_alt,other_structure_id_alt,legal_quarter_3,legal_quarter_2,record_id,longitude_degrees,size_nid,hazard_nid,dam_status_description,spillway_type_nid,outlet_type_nid,watershed_description,access_surface_description,access_method_description,spillway_protection_description,upstream_protection_description,downstream_protection_description,annual_cert_year,added_state,added_year_data_refers_to,crest_elevation,coe_district,drainage_area_acres,fpp,low_level_release_facility,structure,ose_dam_file_no,land_name,basin,dike_length,latitude_minutes,latitude_seconds,longitude_minutes,longitude_seconds,spillway_type_1_description,spillway_type_2_description,latitude_degrees,eap_last_exercised,municipalities,annual_cert_date,eng_assess_date_received,id,st_ht,c_length,ac_conc,tbidmast_hpc,sw_max_cfs,npa,ac_dt,town,max_volume,state_defined_dam,drinking_water,comments,classification,2015_new_nid_entry,region,property_owner,geology_of_foundation,benchmark_location,om_onfile,om_date,hhreport_onfile,hhreport_date,stabilityreport_onfile,stabilityreport_date,legal_quarter_1,township,range2,owner_address,owner_city,owner_state,owner_zip,owner_physical_address,owner_physical_city,owner_physical_state,owner_physical_zip,owner_phone,owner_email,engineering_contact,engineering_phone,engineering_firm,engineering_firm_address,engineering_firm_city,engineering_firm_state,engineering_firm_zip,engineering_firm_email,reservoir_code,approval_date,inundation_mapping_year,ag_exempt,top_of_dam,top_of_principal_spillway,top_of_emergency_spillway,eap_year,first_contact_name,comment_2,dam_modification,secondary_purpose,classification_date_change,hazard_date,quadrangle_name,constructed_by,type_modify_repair,modify_repair_year,normal_freeboard,bottom_drain_operable,normal_pool_elev,normal_pool_capacity,max_impoundment_capacity,minimum_release_cfs,emergency_spillway_type,inspectors,next_inspection_date,non_date,nod_deadline_date,nod_resolved,nov_resolved,dso_date,dso_deadline,dso_resolved,addr_line_2,bottom_drain,ws_id,eng_data_id,class,notes,dam_id,hazard_potential,purpose_1_code,purpose_2_code,purpose_3_code,purpose_4_code,purpose_5_code,purpose_6_code,purpose_7_code,purpose_8_code,last_mod_type_code,acres,fema_req_ind,emergency_plan,other_id,long,quarter,range1,section_township_range_alt,code,core_certainty,foundation_certainty,federal_agency_owner,core_type,core_position,foundation_code,dam_key_seq_no,dam_popular_name,nat_dam_code,state_agency,reg_agency_insp_type,sufficiency_code,sufficiency_date,fd_name,n,q,federal_regulations,first_dam_at_site_year,wdid,div,wd,pm,q160,q40,utm_x,utm_y,location_accuracy,spillway_capactiy,outlet_description,outlet_capacity,overall_conditions,safe_storage,current_restrictions,primary_contact,assigned_to,more_information,location,f,r_n,rd,attention,ext,class_description,cert_type,dam_name_alt,lat_decimal,long_decimal,county_alt,legals,cert_expiration,pmt_type,pmt_date,pmt_exp,top_hgt,top_capacity,top_area,top_elevation,normal_pool_area,normal_pool_height,reg_no,ph1_rpt,ins_rcd_o,ins_rcd_e,pe_insp_by,acmp_by,coordinate_validated,da_sm,spillway_id,sdf_r,sdf_a,memo,classification_size,s_130,last_visit,pmp_6,pmp_12,pmp_24,pmp_selected,reason_for_inclusion,pool_volume,streambed_elevation,emergency_volume,emergency_area,emergency_elevation,river_class,contrib_area,principal_inlet,principal_length,emergency_spillway_construction,normal_depth,valve_type,valve_location,low_head_dam,low_level_rest_ext,low_level_rest_ext_install,embankment_volume,top_width,es_level_length,es_slope_length,es_percent_slope,drawdown_elevation,drawdown_area,drawdown_volume,streambed_area,streambed_volume,conduit_type,conduit_size,x_coord,y_coord,eap_date,atlas_number,state_reg_dam_51,state_reg_dam_52,state_reg_dam_53,state_reg_dam_54,state_reg_dam_5,dam_code,spillcrest_storage,Condition_Assessment_Date,FormattedMonth,FormattedDay,FormattedYear,meridian,is_statuatory_dam,is_active_dam,PermitNoUpdate_PermitNo,PermitNoUpdate_Suffix,SUB-DIST,eap_exercise_date,action,ALLDAMS.DIV,DIST,SubDiv,PhotoLink,PhotoYes,utmx,utmy,inspection_group,eap_comments,wmd,WMD_Permit_Number,Permit_,Enforcement_Actions_,F59,Shape,created_date,ID_NO2,OFFNAME2,Regulated2,D NAME,O NAME,CO,HY HT,MX AF,RIV STR,YR COMP,tblDmast_HPC,NAT_ID2,DAM_TYPE2,OD_NAME2,FD_NAME2,NR_CTY_TWN2,MI_CTY_TWN2,O_TYPE2,DESIGNER2,PRV_FED_LD2,PURPOSES2,YR_MOD2,STR_HEIGHT2,MAX_DISCHR2,NORM_STORG2,EMER_AC_PL2,INSP_FREQ2,STA_REG_DM2,STA_REG_AG2,SPLWY_TYPE2,SPLWY_WDTH2,OUTLT_GATE2,DAM_VOLUME2
HC&S RESERVOIR 20,,,MA-0070,HI00070,,-156.341573,20.871179,,Maui,FED BY IRRIGATION DITCH,Haliimaile,0.1,HC&S Keahua Farm,P,,FALSE,RE,,,I,1913,,1320,42,37,35,42,72,164.8,149.8,164.8,10.2,0.089,High,TRUE,2011-06-01T00:00:00,6/29/15,5,POOR,,3/1/10,U,17,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kailua Gulch,2019-02-05T00:03:00,,Earthen,Intermediate,Concrete,60,1.5,Downstream Control,Uncontrolled,Channel,FALSE,Walk,24.6,Downstream,16,0,28,Fitted Riprap,31,Vegetation,State Regulated Dam,6/1/09,,,,,,,1040,1038.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Kailua Gulch,Paved,Car,Concrete,Fitted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 21,,,MA-0071,HI00071,,-156.343799,20.88786,,Maui,FED BY IRRIGATION GULCH,Upper Paia,1.9,HC&S Paia Farm,P,,FALSE,RE,,,I,1913,,950,22,18,16,22,175,72.4,57.1,72.4,6.9,0.03,High,TRUE,2011-06-01T00:00:00,8/13/15,5,CONDITIONALLY FAIR,,8/1/10,U,14,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Maliko,2019-02-05T00:04:00,,Earthen,Small,Concrete,21,1.8,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,12 & 16 inch,16,28,Ungrouted Riprap,31,Vegetation,State Regulated Dam,6/1/09,,,,,,,,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Maliko,Unpaved,Car,Concrete,Ungrouted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 22,,,MA-0072,HI00072,,-156.351026,20.875747,,Maui,FED BY IRRIGATION DITCH,Haliimaile,0.5,HC&S Keahua Farm,P,,FALSE,RE,,,I,1917,,1250,30,27,25,30,610,159.6,134.5,159.6,10.6,0.018,High,TRUE,2011-06-01T00:00:00,6/30/15,5,CONDITIONALLY FAIR,,8/1/10,U,50,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kailua Gulch,2019-02-05T00:03:00,,Earthen,Small,,12,2.5,Downstream Control,Uncontrolled,Channel,FALSE,Vault,,Downstream,20,0,25,Grouted Riprap,30,Vegetation,State Regulated Dam,6/1/09,,,,,,,840,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Kailua Gulch,Unpaved,4x4 (wet conditions only),,Grouted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 24,,,MA-0073,HI00073,,-156.355392,20.887562,,Maui,PAHOLOI GULCH,UPPER PAIA,1.3,HC&S Paia Farm,P,,FALSE,RE,,,I,1917,,400,39,39,30,39,100,60,46,60,3.6,2.8,High,TRUE,2011-06-01T00:00:00,7/30/15,5,POOR,,8/1/10,U,3,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Maliko,2019-02-05T00:03:00,2019-02-05T00:05:00,Earthen,Small,,80,0,Downstream Control,Uncontrolled,Pipe,FALSE,Walk,,Downstream,16,0,25,Concrete,30,Vegetation,State Regulated Dam,6/1/09,,,,,,http://hawaiipacioosapplication-1672159924.us-east-1.elb.amazonaws.com/Login.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Maliko,Unpaved,4x4 (wet conditions only),,Concrete,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 25,,,MA-0074,HI00074,,-156.368894,20.890558,,Maui,FED BY IRRIGATION DITCH,Upper Paia,0.6,HC&S Paia Farm,P,,FALSE,RE,,,I,1917,,1200,20,16,14,20,,150,123,150,9.7,0.125,High,TRUE,2011-06-01T00:00:00,7/30/15,5,FAIR,,8/1/10,U,16,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kailua Gulch,2019-02-05T00:03:00,,Earthen,Small,Concrete,37,3,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,24 Inch,0,23,Grouted Riprap,27,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Kailua Gulch,Unpaved,4x4 (wet conditions only),Concrete,Grouted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 30,,,MA-0075,HI00075,,-156.348746,20.860061,,Maui,KAILUA GULCH OFFSTREAM,Haliimaile,1,HC&S Keahua Farm,P,,FALSE,RE,,,I,1917,,1100,23,28,16,23,,101,65,101,9,0.034,High,TRUE,2011-06-01T00:00:00,6/30/15,5,CONDITIONALLY FAIR,,8/1/10,U,8.5,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kailua Gulch,2019-02-05T00:03:00,2019-02-05T00:03:00,Earthen,Small,Concrete,50,1.5,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,20 inch,18,26,Fitted Riprap,32,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Kailua Gulch,Unpaved,4x4 (wet conditions only),Concrete,Fitted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 33,,,MA-0076,HI00076,,-156.367582,20.847447,,Maui,FED BY IRRIGATION DITCH,Pukalani,0.8,HC&S Keahua Farm,P,,FALSE,RE,,,I,1910,,1240,30,35,24,30,,167,143,167,8,0.016,High,TRUE,2011-06-01T00:00:00,6/29/15,5,CONDITIONALLY FAIR,,6/1/10,U,7,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kailua Gulch,2019-02-05T00:02:00,,Earthen,Small,Concrete,16,2,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,24 in,18.5,23,Fitted Riprap,24,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Kailua Gulch,Unpaved,4x4 (wet conditions only),Concrete,Fitted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 40,,,MA-0077,HI00077,,-156.368052,20.815454,,Maui,KALIALINUI GULCH OFFSTREAM,Pukalani,1.6,HC&S Keahua Farm,P,,FALSE,RE,,,I,1926,,810,42,47,24,42,,165,159,165,13.5,0.07,High,TRUE,2011-06-01T00:00:00,6/29/15,5,CONDITIONALLY FAIR,,3/1/10,U,17,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kalialinui,2019-02-05T00:02:00,,Earthen,Intermediate,Bare Soil,20,2.5,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,24,33,26,Grouted Riprap,40,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Kalialinui,Unpaved,4x4 (wet conditions only),Bare Soil,Grouted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 42,,,MA-0078,HI00078,,-156.379644,20.825567,,Maui,KALIALINUE GULCH OFFSTREAM,KAHULUI,6,HC&S Keahua Farm,P,,FALSE,RE,,,I,1917,,800,27,18,13,27,,48,32,48,3.2,0.16,High,TRUE,2011-06-01T00:00:00,5/19/15,5,POOR,,5/1/10,U,27,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kalialinui,2019-02-05T00:02:00,,Earthen,Small,Concrete,0,0,Downstream Control,Uncontrolled,Channel,FALSE,,,16 Inch Diameter DIP through the Maximum Section,16 Inch DIP,0,,Fitted Riprap,,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Kalialinui,,,Concrete,Fitted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 52,,,MA-0079,HI00079,,-156.402585,20.859574,,Maui,FED BY IRRIGATION DITCH,Spreckelsville,3.2,HC&S Lowrie Farm,P,,FALSE,RE,,,I,1917,,3750,13,15,15,13,,287,227,287,20,0.19,High,TRUE,2011-06-01T00:00:00,4/29/15,5,POOR,,5/1/10,U,4,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kailua Gulch,2019-03-08T00:03:00,,Earthen,Small,Concrete,15,2.5,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,2 x 24 Diameter,5.5,16,Ungrouted Riprap,23,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Kailua Gulch,Paved,Car,Concrete,Ungrouted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 60,,,MA-0080,HI00080,,-156.39635,20.894656,,Maui,FED BY IRRIGATION DITCH,Spreckelsville,1,HC&S Paia Farm,P,,FALSE,RE,,,I,1917,,2500,25,18,18,25,,260,247,260,20.8,0.077,High,TRUE,2011-06-01T00:00:00,7/30/15,5,CONDITIONALLY FAIR,,3/1/10,U,3.5,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kailua Gulch,2019-03-08T00:01:00,,Earthen,Small,,60,0,Downstream Control,Uncontrolled,Pipe,FALSE,Walk,,Downstream,"2, 24 pipes",0,26,Ungrouted Riprap,31,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Kailua Gulch,Unpaved,4x4 (wet conditions only),,Ungrouted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 61,,,MA-0081,HI00081,,-156.412256,20.872459,,Maui,FED BY IRRIGATION DITCH,Kahului Airport,1.7,HC&S Paia Farm,P,,FALSE,RE,,,I,1917,,1900,20,21,21,20,,175,163,175,9,0.02,High,TRUE,2011-06-01T00:00:00,9/28/15,5,POOR,,2/1/10,U,21,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kailua Gulch,2019-03-08T00:01:00,,Earthen,Small,Concrete,19,1.5,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Left - 24 Inch Pipe through embankment to a 22 Inch Gate Valve..............Right - 30 Inch Pipe through embankment reduces to a 12 Inch Pipe with a 12 Inch Gate Valve ,30 cast iron pipe and 24 cast iron pipe,15,29,Ungrouted Riprap,25,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Kailua Gulch,Unpaved,4x4 (wet conditions only),Concrete,Ungrouted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 70,,,MA-0082,HI00082,,-156.435145,20.873616,,Maui,FED BY IRRIGATION DITCH,Kahului,1.2,HC&S Maalaea Farm,P,,FALSE,RE,,,I,1917,,1495,16,15,15,16,,74,59,74,5,0.008,High,TRUE,2011-06-01T00:00:00,3/24/15,5,POOR,,5/1/10,U,17.5,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kalialinui,2019-03-08T00:01:00,,Earthen,Small,Concrete,75,2.5,Downstream Control,Uncontrolled,Channel,TRUE,Walk,,Downstream,Two 24 DIP pipes,0,24,Vegetation,,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Kalialinui,Unpaved,Car,Concrete,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
